,negative,positive
luciana,3.321928094887363,3.321928094887363
luciano,0.0,17.5
lucid,1.4777736715355747,9.740670059931523
lucien,1.2301433994512887,13.783470770180712
lucienn,0.0,22.5
lucif,3.321928094887363,3.321928094887363
luciferian,2.5,0.0
lucil,1.0,21.854345326782823
lucill,5.445306345465875,2.162639121587463
lucina,0.0,2.5
lucinda,1.8380053935977752,6.8433137786230045
lucinenn,0.0,2.5
lucio,2.6767980774787876,4.186165670860539
lucious,2.5,0.0
lucit,0.0,2.5
lucius,7.5,0.0
luck,3.3728818581635247,3.27197563903072
luckett,0.0,7.5
lucki,2.357460958686988,4.87344537723605
luckier,0.0,2.5
luckiest,4.507575551943847,2.51294159473206
luckili,3.0589410716541483,3.6152584629899964
luckless,2.095903274289385,5.678873587267573
lucklili,0.0,2.5
lucr,0.0,2.5
lucrat,7.075680991593563,1.797583146976218
lucrencia,0.0,2.5
luda,2.5,0.0
ludacra,0.0,2.5
luddit,0.0,5.0
luder,0.0,2.5
ludicr,10.3500961101378,1.42828130406708
ludicri,2.5,0.0
ludivin,0.0,2.5
ludlam,2.5,0.0
ludlow,3.321928094887363,3.321928094887363
ludlum,5.0,0.0
ludvig,0.0,5.0
ludw,0.0,2.5
ludwig,3.321928094887363,3.321928094887363
luft,0.0,2.5
luftwaff,1.6609640474436815,8.003922779651097
lug,1.285097208938469,12.62925313651334
lugaci,0.0,2.5
luger,3.321928094887363,3.321928094887363
luggag,5.0,0.0
lughnasa,0.0,2.5
lugia,5.0,0.0
lugosi,5.159425579258086,2.2537877759719245
lugubri,3.321928094887363,3.321928094887363
luhrman,2.095903274289385,5.678873587267573
luhrmann,2.5,0.0
lui,1.5124441405783884,9.355041552553567
luigi,2.4097933153777453,4.742632390555292
luis,2.095903274289385,5.678873587267573
luisa,0.0,5.0
luisi,5.0,0.0
luiz,0.0,2.5
luj,0.0,7.5
luka,2.010759005174987,6.0120931413889656
luke,2.3039544746364657,5.016293430245681
lukewarm,25.31098257513334,0.9427755595944493
lull,2.2363458328106818,5.211440485380426
lullabi,5.0,0.0
lulli,0.0,2.5
lulu,3.719611071037446,2.978033117136071
lumag,0.0,2.5
lumber,8.214659114957284,1.634468111731971
lumberman,0.0,2.5
lumbl,0.0,10.0
lumet,1.2374484463146034,13.61861292113288
lumi,0.0,10.0
lumic,0.0,2.5
lumier,2.2761793375349226,5.094382474196232
lumin,1.539682290355634,9.073135660500611
luminari,3.321928094887363,3.321928094887363
luminesc,2.51294159473206,4.507575551943847
luminisc,0.0,2.5
lump,2.8394367936337863,3.9173823267621817
lumpen,8.003922779651097,1.6609640474436815
lumpi,32.5,0.0
lumpiest,2.5,0.0
lumumba,1.4947531601505835,9.547874667292193
luna,1.6609640474436815,8.003922779651097
lunar,4.507575551943847,2.51294159473206
lunat,4.727955424065444,2.415878424397878
lunch,4.675522918696934,2.437986966796919
lunchtim,0.0,2.5
lund,2.5,0.0
lundberg,0.0,2.5
lundergaard,0.0,2.5
lundgren,22.62255984285851,0.9859595037178348
lundgrin,2.5,0.0
lundholm,0.0,2.5
lundi,5.0,0.0
lundquist,0.0,2.5
lune,2.5,0.0
lung,2.717562737549928,4.1145820804822515
lunghi,2.5,0.0
lungren,7.5,0.0
lunk,2.5,0.0
lunkhead,5.678873587267573,2.095903274289385
lunohod,2.5,0.0
lupa,2.5,0.0
lupe,7.5,0.0
lupin,1.3506893502198491,11.474446170085354
lupinesqu,0.0,2.5
lupino,1.1073093649624544,17.243773525740824
lupita,5.0,0.0
lupo,3.321928094887363,3.321928094887363
luppi,0.0,2.5
lupton,0.0,2.5
lupus,2.5,0.0
luqu,0.0,2.5
lurch,7.0093046768582425,1.8088351765837412
lure,5.374163217005819,2.1842831674969854
lurhmann,2.5,0.0
lurid,2.571617285976746,4.38579066710321
lurk,3.871796827380109,2.869813941784957
lurki,0.0,2.5
lurleen,2.5,0.0
luscious,2.2992545303435596,5.02931117268168
lush,1.8648272270144033,6.6980096694547075
lusha,0.0,5.0
lushious,0.0,5.0
lushka,2.5,0.0
lusitania,0.0,2.5
lussier,5.0,0.0
lust,2.1355757704070024,5.537351197178023
luster,8.003922779651097,1.6609640474436815
lusti,1.7135711483586733,7.617369497207078
lustig,7.5,0.0
lustili,0.0,2.5
lustr,10.318851158516171,1.4306765580733931
lustreless,2.5,0.0
lustrous,0.0,7.5
lute,3.321928094887363,3.321928094887363
luther,7.423983573584705,1.7420653825330148
lutheran,2.5,0.0
luthien,0.0,2.5
luthor,5.678873587267573,2.095903274289385
luthorcorp,0.0,5.0
luthria,2.5,0.0
lutz,7.5,0.0
lutzki,2.5,0.0
luv,2.9203673004336506,3.798794064681797
luva,0.0,5.0
luve,0.0,5.0
luvi,0.0,2.5
lux,2.095903274289385,5.678873587267573
luxembourg,0.0,5.0
luxemburg,0.0,2.5
luxuri,2.481269306168394,4.576761516283344
luxuria,2.5,0.0
luz,0.0,2.5
luzhin,0.0,80.0
luzma,0.0,5.0
lv,17.5,0.0
lve,2.5,0.0
lvl,0.0,2.5
lwf,2.5,0.0
lwr,0.0,2.5
lwt,2.5,0.0
ly,5.678873587267573,2.095903274289385
lybbert,2.5,0.0
lybia,0.0,2.5
lycan,15.0,0.0
lycanthrop,5.0,0.0
lycanthropi,0.0,2.5
lycra,2.5,0.0
lyda,0.0,2.5
lydi,3.321928094887363,3.321928094887363
lydia,1.285097208938469,12.62925313651334
lydon,2.5,0.0
lyduschka,0.0,5.0
lye,2.5,0.0
lyin,0.0,2.5
lyle,2.1803695489250283,5.386869421779831
lyman,0.0,2.5
lyme,7.5,0.0
lyn,3.321928094887363,3.321928094887363
lynch,2.550301736963706,4.429109033453578
lynchean,2.5,0.0
lynchian,2.095903274289385,5.678873587267573
lynd,0.0,2.5
lynda,8.003922779651097,1.6609640474436815
lyndhurst,2.5,0.0
lyndon,5.678873587267573,2.095903274289385
lyne,3.321928094887363,3.321928094887363
lynn,3.5609161165707097,3.103476471903321
lynx,2.5,0.0
lyon,2.3475901497877913,4.899079389427794
lyonn,0.0,2.5
lyra,0.0,2.5
lyric,1.730728375791218,7.499665591707547
lyricist,3.321928094887363,3.321928094887363
lysett,0.0,2.5
lysol,2.5,0.0
lyta,5.0,0.0
lyu,5.0,0.0
lyudmila,0.0,2.5
ma,4.675522918696934,2.437986966796919
maa,3.321928094887363,3.321928094887363
maaann,2.5,0.0
maacha,0.0,2.5
maadri,2.5,0.0
maaja,2.5,0.0
mabel,2.1803695489250283,5.386869421779831
mac,3.321928094887363,3.321928094887363
macabr,1.8380053935977752,6.8433137786230045
macabra,0.0,2.5
macadam,0.0,2.5
macadd,0.0,2.5
macan,0.0,2.5
macao,2.5,0.0
macarena,2.5,0.0
macarhur,0.0,2.5
macarth,0.0,2.5
macarthur,1.4306765580733931,10.318851158516171
macaulay,14.937236057436325,1.1832946624549385
macauley,3.321928094887363,3.321928094887363
macbeal,2.5,0.0
macbeth,3.6029687045003636,3.0688630208544416
macbrid,0.0,2.5
macca,0.0,2.5
macchesney,0.0,7.5
macchu,0.0,2.5
macclan,2.5,0.0
maccrimmon,0.0,5.0
macdonald,2.6301168673979136,4.271985235273362
macdougal,2.5,0.0
macdowel,8.003922779651097,1.6609640474436815
mace,10.318851158516171,1.4306765580733931
macedonia,2.5,0.0
macedonian,5.678873587267573,2.095903274289385
macek,3.321928094887363,3.321928094887363
macer,5.0,0.0
macfarlan,0.0,2.5
macfayden,2.5,0.0
macgraw,2.5,0.0
macgregor,0.0,7.5
macguffin,2.5,0.0
macguyv,2.5,0.0
macgyv,0.0,2.5
mach,3.321928094887363,3.321928094887363
macha,0.0,7.5
machat,0.0,2.5
machati,0.0,2.5
machet,4.03576521428727,2.7645093919489363
machi,0.0,2.5
machiavelli,0.0,5.0
machiavellian,1.9535700439406751,6.261707715779571
machievellian,0.0,2.5
machin,3.321928094887363,3.321928094887363
machina,12.62925313651334,1.285097208938469
machinist,2.5,0.0
machismo,0.0,2.5
macho,3.633420802575157,3.044434334926917
machre,0.0,2.5
machu,2.5,0.0
maci,0.0,22.5
macintosh,5.0,0.0
mack,1.7420653825330148,7.423983573584705
mackail,2.5,0.0
mackellar,0.0,2.5
mackendrick,2.095903274289385,5.678873587267573
mackenzi,3.321928094887363,3.321928094887363
mackey,0.0,2.5
maclachlan,2.5,0.0
maclain,25.0,0.0
maclan,0.0,2.5
maclaughlin,0.0,2.5
maclean,1.6134529492945238,8.39021847487761
macliammoir,0.0,2.5
macmahon,0.0,12.5
macmurray,2.3475901497877913,4.899079389427794
macneill,0.0,2.5
macnicol,2.5,0.0
macon,0.0,2.5
macra,0.0,2.5
macrauch,0.0,5.0
macreadi,0.0,40.0
macro,3.321928094887363,3.321928094887363
macromedia,5.0,0.0
macross,0.0,5.0
mactavish,5.0,0.0
mad,3.4160014391313656,3.2312119750377435
madagascan,0.0,2.5
madagascar,2.5,0.0
madalyn,0.0,2.5
madam,3.0212099296053805,3.662986595046085
madcap,1.1073093649624544,17.243773525740824
madchen,7.5,0.0
madden,6.34486149433979,1.9356220019364556
madder,3.321928094887363,3.321928094887363
maddi,25.0,0.0
maddin,5.0,0.0
maddona,2.5,0.0
maddonna,0.0,2.5
maddox,5.0,0.0
made,3.7904094104470767,2.926330169788311
madelein,2.6619559702796276,4.212993519393615
madelin,3.321928094887363,3.321928094887363
mader,2.5,0.0
madg,0.0,10.0
madhavi,0.0,2.5
madhubala,0.0,12.5
madhur,1.285097208938469,12.62925313651334
madhuri,0.0,2.5
madhvi,0.0,5.0
madi,3.321928094887363,3.321928094887363
madiba,0.0,2.5
madigan,1.1073093649624544,17.243773525740824
madiso,2.5,0.0
madison,3.321928094887363,3.321928094887363
madman,1.9535700439406751,6.261707715779571
madmen,2.5,0.0
mado,0.0,7.5
madoc,3.321928094887363,3.321928094887363
madonna,2.8394367936337863,3.9173823267621817
madperson,2.5,0.0
madr,0.0,7.5
madrid,1.8380053935977752,6.8433137786230045
madrig,0.0,2.5
madsden,2.5,0.0
madsen,42.58745019433658,0.7820114830995407
madtv,2.5,0.0
madwoman,0.0,2.5
mae,3.0815587699515854,3.5873976034096917
maeder,0.0,2.5
maelstrom,0.0,2.5
maeros,2.5,0.0
maestro,0.0,15.0
maetel,0.0,7.5
maev,0.0,10.0
mafia,4.742632390555292,2.4097933153777453
mafiosi,0.0,2.5
mafioso,0.0,2.5
mag,8.003922779651097,1.6609640474436815
magalh,0.0,2.5
magaret,5.0,0.0
magda,10.318851158516171,1.4306765580733931
magdalena,0.0,5.0
magera,2.5,0.0
magest,0.0,2.5
maggart,2.5,0.0
maggi,1.7353497031652887,7.468618028718163
maggot,4.507575551943847,2.51294159473206
maggoti,0.0,2.5
magic,2.3674390050092526,4.847850575486156
magicfest,0.0,2.5
magician,2.481269306168394,4.576761516283344
magick,0.0,5.0
magillicutti,2.5,0.0
magisteri,2.5,0.0
magistr,1.6609640474436815,8.003922779651097
maglit,2.5,0.0
magna,0.0,5.0
magnani,0.0,7.5
magnanim,3.321928094887363,3.321928094887363
magnavolt,2.5,0.0
magnet,2.0547949176051454,5.8344371848735035
magneto,2.5,0.0
magnfici,2.5,0.0
magni,0.0,2.5
magnier,0.0,2.5
magnif,0.0,5.0
magnifi,2.9203673004336506,3.798794064681797
magnific,1.308191155683306,12.197864755489128
magnifici,2.095903274289385,5.678873587267573
magnifisc,0.0,2.5
magnitud,2.5,0.0
magnoli,0.0,2.5
magnolia,2.4097933153777453,4.742632390555292
magnum,8.003922779651097,1.6609640474436815
magnus,0.0,5.0
magoo,15.0,0.0
magorian,0.0,5.0
magra,0.0,2.5
magritt,0.0,2.5
magrud,2.5,0.0
magsel,2.5,0.0
magtena,2.5,0.0
maguir,1.4306765580733931,10.318851158516171
magus,0.0,2.5
mah,0.0,2.5
mahal,0.0,5.0
mahan,0.0,2.5
mahar,2.5,0.0
maharashtra,0.0,2.5
maharashtrian,8.003922779651097,1.6609640474436815
maharet,0.0,5.0
mahatma,0.0,17.5
mahayana,0.0,2.5
mahe,0.0,2.5
mahendru,0.0,2.5
maher,7.230516925979993,1.7721967586109773
mahesh,10.0,0.0
mahhahahahah,2.5,0.0
mahindra,0.0,2.5
mahkmalbaf,0.0,2.5
mahler,2.095903274289385,5.678873587267573
mahmoud,2.095903274289385,5.678873587267573
mahmut,0.0,35.0
mahogani,2.5,0.0
mai,2.51294159473206,4.507575551943847
maia,0.0,2.5
maid,1.3274436135281011,11.859457970560367
maiden,2.51294159473206,4.507575551943847
maier,3.321928094887363,3.321928094887363
mail,3.212860067744406,3.4358856466259087
maili,0.0,2.5
maillard,2.5,0.0
mailman,3.321928094887363,3.321928094887363
maim,2.437986966796919,4.675522918696934
main,3.5793806422605474,3.088150360964285
mainland,2.095903274289385,5.678873587267573
mainlin,8.003922779651097,1.6609640474436815
mainlli,0.0,2.5
mainstay,0.0,2.5
mainstrain,2.5,0.0
mainstream,2.0411394102217084,5.888260661815499
maintain,2.0678101864226544,5.784154359761726
mainwar,0.0,20.0
maison,0.0,2.5
maitr,2.5,0.0
maiyan,0.0,2.5
maiz,2.5,0.0
maj,0.0,12.5
majest,1.520733715771032,9.267377025929155
majesti,2.6301168673979136,4.271985235273362
majid,0.0,2.5
majidi,0.0,2.5
majin,3.321928094887363,3.321928094887363
majo,0.0,2.5
major,3.261089857078604,3.384258121069674
majour,2.5,0.0
majrooh,0.0,5.0
mak,2.2109333391015227,5.289431441108701
makavejev,2.5,0.0
make,3.7454496993972657,2.9588779714346574
makeov,1.4306765580733931,10.318851158516171
makepeac,3.321928094887363,3.321928094887363
makeshift,3.321928094887363,3.321928094887363
makeup,4.1145820804822515,2.717562737549928
makhmalbaf,0.0,2.5
makin,0.0,5.0
mako,3.321928094887363,3.321928094887363
makutsi,2.5,0.0
mal,0.9116518111250529,27.61502353207353
mala,0.0,2.5
malacca,2.5,0.0
maladi,2.5,0.0
maladjust,10.318851158516171,1.4306765580733931
maladolescenza,2.5,0.0
maladroit,0.0,5.0
malam,2.5,0.0
malama,2.5,0.0
malamud,2.5,0.0
malaprop,0.0,5.0
malaria,4.507575551943847,2.51294159473206
malayalam,0.0,2.5
malayan,5.0,0.0
malaysia,2.5,0.0
malaysian,4.899079389427794,2.3475901497877913
malco,0.0,2.5
malcolm,5.678873587267573,2.095903274289385
malcom,12.62925313651334,1.285097208938469
malcont,5.678873587267573,2.095903274289385
malcov,0.0,2.5
malden,4.507575551943847,2.51294159473206
maldic,5.0,0.0
maldito,0.0,2.5
male,3.623370550886026,3.052438853126945
malefiqu,0.0,2.5
malenkaya,0.0,2.5
malevol,3.5873976034096917,3.0815587699515854
malfatti,0.0,2.5
malform,12.62925313651334,1.285097208938469
malfunct,4.899079389427794,2.3475901497877913
malhotra,0.0,2.5
mali,2.5,0.0
malibu,2.095903274289385,5.678873587267573
malic,2.5,0.0
malici,4.438343561969697,2.54582245555384
malick,2.9203673004336506,3.798794064681797
malign,2.3475901497877913,4.899079389427794
malik,1.8380053935977752,6.8433137786230045
malika,2.5,0.0
malikka,2.5,0.0
maling,0.0,2.5
malkovich,1.4021107082530033,10.704152876962251
malkovichian,2.5,0.0
malkowich,0.0,5.0
mall,3.321928094887363,3.321928094887363
mallarino,0.0,2.5
malleabl,0.0,5.0
mallepa,0.0,2.5
malleson,0.0,17.5
mallet,2.5,0.0
malley,0.0,7.5
mallika,2.5,0.0
mallori,5.0,0.0
malmo,2.5,0.0
malnutrit,2.5,0.0
malocchio,0.0,2.5
malodor,7.5,0.0
malon,0.0,20.0
maloney,0.0,2.5
maloni,5.0,0.0
malplac,7.5,0.0
malpractic,5.0,0.0
malt,0.0,2.5
malta,20.0,0.0
maltes,1.8929578624225243,6.552643539533589
malth,2.5,0.0
malthusian,0.0,2.5
maltin,2.095903274289385,5.678873587267573
maltreat,3.321928094887363,3.321928094887363
mama,3.9173823267621817,2.8394367936337863
mamado,0.0,2.5
maman,3.321928094887363,3.321928094887363
mamardashvili,0.0,2.5
mambo,3.321928094887363,3.321928094887363
mamdodo,0.0,2.5
mame,10.318851158516171,1.4306765580733931
mamet,1.8380053935977752,6.8433137786230045
mami,3.321928094887363,3.321928094887363
mamma,4.507575551943847,2.51294159473206
mammal,0.0,5.0
mammari,5.0,0.0
mammarian,2.5,0.0
mammet,2.5,0.0
mammi,1.4306765580733931,10.318851158516171
mammoth,1.530895350152348,9.162168319362612
mamono,0.0,2.5
mamoru,5.678873587267573,2.095903274289385
mamoulian,1.4306765580733931,10.318851158516171
mamouni,0.0,5.0
man,4.241542903638603,2.646412606099022
manag,3.457354745270806,3.1933514082391965
manageri,0.0,5.0
manal,0.0,2.5
manawaka,0.0,2.5
manbearpig,0.0,12.5
manbeast,2.5,0.0
mancha,0.0,2.5
manchest,3.321928094887363,3.321928094887363
manchu,0.0,7.5
manchurian,1.8380053935977752,6.8433137786230045
mancia,2.5,0.0
mancini,3.321928094887363,3.321928094887363
manco,2.5,0.0
mancuso,0.0,10.0
mandalar,2.5,0.0
mandarin,10.318851158516171,1.4306765580733931
mandat,1.6609640474436815,8.003922779651097
mandatori,3.7037618400893266,2.9899500201710225
mandel,2.5,0.0
mandela,2.5,0.0
mander,0.0,2.5
mandi,4.1145820804822515,2.717562737549928
mandibl,2.5,0.0
mandinga,2.5,0.0
mandingo,2.5,0.0
mandra,0.0,7.5
mandylor,0.0,2.5
mane,7.5,0.0
maneat,3.321928094887363,3.321928094887363
manech,2.5,0.0
maneuv,2.2537877759719245,5.159425579258086
maneuver,5.0,0.0
manfish,2.5,0.0
manfr,1.4947531601505835,9.547874667292193
mang,5.678873587267573,2.095903274289385
manga,0.9602525677891276,24.15885792809679
mangal,0.0,2.5
manger,2.5,0.0
mangi,3.321928094887363,3.321928094887363
mangl,9.290755056556467,1.518507538106327
mango,5.0,0.0
mangold,2.095903274289385,5.678873587267573
manhandl,3.9173823267621817,2.8394367936337863
manhat,0.0,2.5
manhattan,2.095903274289385,5.678873587267573
manhatten,3.321928094887363,3.321928094887363
manhol,5.678873587267573,2.095903274289385
manhood,1.1832946624549385,14.937236057436325
manhunt,2.5,0.0
mani,2.7576829355001773,4.046994616422613
mania,3.321928094887363,3.321928094887363
maniac,3.373988880190095,3.2709121521654234
manic,2.530818848246192,4.469615461530866
manichaean,2.5,0.0
manicheist,0.0,2.5
manicur,2.8394367936337863,3.9173823267621817
manifest,2.2920797146015444,5.049336181617343
manigot,0.0,2.5
manikin,2.5,0.0
manilow,1.8380053935977752,6.8433137786230045
manipul,2.667334714155309,4.20322277488933
maniratnam,0.0,2.5
manish,7.5,0.0
manisha,5.678873587267573,2.095903274289385
manitoba,0.0,2.5
mankel,2.5,0.0
mankiewicz,2.095903274289385,5.678873587267573
mankind,3.5873976034096917,3.0815587699515854
manlow,0.0,2.5
manmad,2.5,0.0
manmohan,0.0,2.5
mann,1.135313996927075,16.32129267936197
manna,0.0,7.5
mannag,2.5,0.0
mannara,2.5,0.0
mannequin,3.321928094887363,3.321928094887363
manner,2.8799320232742898,3.8569050050959204
mannerist,0.0,5.0
mannheim,0.0,2.5
manni,1.4306765580733931,10.318851158516171
mannish,7.5,0.0
mannix,0.0,2.5
mannu,2.5,0.0
mano,81.73636538600397,0.6425486044692345
manoeuv,0.0,2.5
manoeuvr,3.321928094887363,3.321928094887363
manohar,0.0,2.5
manoj,0.0,5.0
manojlov,3.321928094887363,3.321928094887363
manoliu,2.5,0.0
manor,2.51294159473206,4.507575551943847
manoy,0.0,2.5
manqu,2.5,0.0
mansalva,2.5,0.0
manserv,1.8380053935977752,6.8433137786230045
mansfield,11.08934760734396,1.3755182252363891
mansion,0.0,2.5
manslaught,2.095903274289385,5.678873587267573
manson,8.467449830186867,1.6044944060210176
mansour,5.0,0.0
mansquito,2.5,0.0
mantan,8.003922779651097,1.6609640474436815
mantegna,2.51294159473206,4.507575551943847
manti,2.5,0.0
manticor,2.5,0.0
mantl,2.095903274289385,5.678873587267573
mantra,3.321928094887363,3.321928094887363
manu,15.0,0.0
manual,4.339356391946547,2.5950375316654903
manucci,0.0,2.5
manuel,0.0,5.0
manuela,2.5,0.0
manuev,0.0,2.5
manufactur,2.8394367936337863,3.9173823267621817
manur,7.5,0.0
manuscript,2.5,0.0
manvill,5.678873587267573,2.095903274289385
manzano,0.0,2.5
manzari,2.5,0.0
mao,0.0,10.0
maoist,2.5,0.0
maori,1.8380053935977752,6.8433137786230045
map,1.797583146976218,7.075680991593563
mapl,3.321928094887363,3.321928094887363
mapoth,0.0,2.5
mappl,2.5,0.0
mappo,0.0,2.5
mar,3.474614277830914,3.17789328958982
mara,10.0,0.0
maradona,0.0,12.5
maraglia,2.5,0.0
marahuana,0.0,2.5
marai,0.0,2.5
marar,5.0,0.0
marathi,1.6609640474436815,8.003922779651097
marathon,2.3475901497877913,4.899079389427794
maratonci,0.0,2.5
maraud,2.717562737549928,4.1145820804822515
marbl,3.054750901711627,3.6204807592266683
marblehead,0.0,5.0
marc,2.2537877759719245,5.159425579258086
marceau,2.5,0.0
marcel,1.7247814630066518,7.540024413314111
marcela,0.0,5.0
marcelin,0.0,2.5
marcella,0.0,2.5
marcello,1.8380053935977752,6.8433137786230045
marcellus,2.5,0.0
march,2.8500066984252497,3.901369315443499
marchal,0.0,2.5
marchand,0.0,7.5
marchant,0.0,2.5
marci,8.003922779651097,1.6609640474436815
marcia,7.5,0.0
marcial,2.5,0.0
marco,2.095903274289385,5.678873587267573
marcovici,2.5,0.0
marcus,1.9124892893931982,6.4556962358128835
marcuzzo,0.0,2.5
mard,5.0,0.0
marden,2.5,0.0
mardi,10.318851158516171,1.4306765580733931
mardsen,2.5,0.0
mare,10.0,0.0
marenghi,0.0,5.0
marengi,0.0,2.5
marg,8.003922779651097,1.6609640474436815
margaret,1.9906159254509446,6.097458380372068
margareth,0.0,2.5
margaretta,0.0,2.5
margarita,10.318851158516171,1.4306765580733931
margaux,8.003922779651097,1.6609640474436815
margera,0.0,2.5
margher,3.321928094887363,3.321928094887363
margi,3.321928094887363,3.321928094887363
margin,8.652770150982192,1.5836722905078502
marginalis,1.6609640474436815,8.003922779651097
margit,0.0,2.5
margo,2.3475901497877913,4.899079389427794
margolin,0.0,2.5
margot,2.2761793375349226,5.094382474196232
margotta,0.0,2.5
margret,1.6609640474436815,8.003922779651097
marguerit,1.4306765580733931,10.318851158516171
mari,2.7287127365845802,4.095520845290868
maria,1.8982210367373267,6.52620634295784
mariachi,2.095903274289385,5.678873587267573
mariag,0.0,2.5
mariam,2.5,0.0
marian,2.51294159473206,4.507575551943847
mariana,2.5,0.0
mariann,3.9173823267621817,2.8394367936337863
maribel,5.0,0.0
maribell,0.0,5.0
marich,0.0,2.5
mariel,7.5,0.0
mariell,0.0,2.5
mariett,0.0,5.0
marigold,2.51294159473206,4.507575551943847
marihuana,0.0,2.5
marijuana,2.51294159473206,4.507575551943847
marilia,0.0,2.5
marilu,3.321928094887363,3.321928094887363
marilyn,5.419336715827554,2.170464653912342
marin,1.6609640474436815,8.003922779651097
marina,0.9266284080291269,26.46303475082891
marinis,0.0,2.5
mario,1.285097208938469,12.62925313651334
marion,1.0479516371446924,19.549378059091087
marisa,2.785345075685467,4.0019613898255475
marisc,7.5,0.0
marischka,0.0,2.5
mariska,0.0,2.5
marissa,3.321928094887363,3.321928094887363
marit,3.171880042295375,3.481388534756018
marita,0.0,2.5
maritim,2.5,0.0
marius,5.678873587267573,2.095903274289385
marivaux,5.0,0.0
marj,2.5,0.0
marjori,1.8815421796317378,6.610797698940938
mark,2.322861973665648,4.964707607998183
market,4.507575551943847,2.51294159473206
markham,0.0,2.5
marki,5.211440485380426,2.2363458328106818
markov,5.0,0.0
marksman,2.5,0.0
marla,6.8433137786230045,1.8380053935977752
marle,8.003922779651097,1.6609640474436815
marleen,1.285097208938469,12.62925313651334
marlen,2.4097933153777453,4.742632390555292
marley,0.0,12.5
marlon,2.717562737549928,4.1145820804822515
marlow,4.065331018606768,2.7466359508287996
marmalad,2.5,0.0
marmit,0.0,5.0
marneau,2.5,0.0
marner,0.0,2.5
marni,4.1145820804822515,2.717562737549928
maroccan,0.0,2.5
maroni,0.0,2.5
maroon,8.003922779651097,1.6609640474436815
marpl,2.095903274289385,5.678873587267573
marque,3.321928094887363,3.321928094887363
marquez,0.0,5.0
marqui,0.0,7.5
marrakesh,0.0,2.5
marri,2.3703283506840767,4.840497903364784
marriag,2.295006730925411,5.041144465898791
marriott,2.095903274289385,5.678873587267573
marrow,5.0,0.0
marrri,0.0,2.5
marsboern,0.0,2.5
marschal,0.0,2.5
marsden,6.34486149433979,1.9356220019364556
marsh,3.719611071037446,2.978033117136071
marsha,5.678873587267573,2.095903274289385
marshal,3.321928094887363,3.321928094887363
marshi,0.0,2.5
marshmallow,5.0,0.0
marsillach,0.0,10.0
mart,11.08934760734396,1.3755182252363891
marta,5.678873587267573,2.095903274289385
martel,0.0,2.5
marth,5.0,0.0
martha,3.321928094887363,3.321928094887363
marthesheim,0.0,2.5
marthi,0.0,20.0
marti,2.1396717031069303,5.5231933678985525
martial,3.4121035961877153,3.2348419466051546
martian,3.5975792258391737,3.073241413864832
martiara,0.0,2.5
martin,3.254372017555789,3.3913285909870168
martina,5.678873587267573,2.095903274289385
martinaud,0.0,5.0
martinet,2.5,0.0
martinez,5.0,0.0
martino,1.6609640474436815,8.003922779651097
marton,2.5,0.0
martyr,1.4306765580733931,10.318851158516171
maru,2.5,0.0
maruja,0.0,2.5
marullo,0.0,2.5
maruschka,0.0,2.5
marushka,0.0,2.5
marv,2.095903274289385,5.678873587267573
marvel,1.2509012798585908,13.324625711557141
marvin,1.9124892893931982,6.4556962358128835
marx,3.321928094887363,3.321928094887363
marxist,3.321928094887363,3.321928094887363
marya,0.0,2.5
marybeth,3.321928094887363,3.321928094887363
maryl,2.5,0.0
maryland,5.0,0.0
maryle,1.285097208938469,12.62925313651334
marylin,0.0,5.0
maryman,2.5,0.0
mas,1.4306765580733931,10.318851158516171
masak,0.0,2.5
masako,0.0,2.5
masami,0.0,2.5
masamun,0.0,2.5
masanori,2.5,0.0
masaru,2.5,0.0
masatoshi,0.0,2.5
masauki,0.0,2.5
mascara,0.0,5.0
mascot,3.321928094887363,3.321928094887363
masculin,2.04490413990473,5.873310965300054
mash,27.61502353207353,0.9116518111250529
masina,2.5,0.0
mask,4.0803237795426375,2.7376941938824353
maslin,2.095903274289385,5.678873587267573
maso,2.5,0.0
masoch,2.5,0.0
masochist,5.147601608255817,2.257809544377478
mason,7.307913686175033,1.7599383416902357
masonit,2.5,0.0
masoud,0.0,2.5
masquerad,6.1697719636155295,1.9740365472526848
mass,3.698755920410016,2.9937407846606012
massa,7.5,0.0
massachusett,3.321928094887363,3.321928094887363
massacr,4.14174191097489,2.701892756988019
massag,4.1145820804822515,2.717562737549928
massari,2.5,0.0
masseratti,0.0,2.5
massey,4.1145820804822515,2.717562737549928
massimo,0.0,15.0
massiv,4.088318727579345,2.7329589464640884
massochist,2.5,0.0
massud,2.5,0.0
mast,5.0,0.0
mastectomi,2.5,0.0
masten,0.0,10.0
master,1.4992485805222842,9.49811498688547
masterb,2.5,0.0
masterclass,2.5,0.0
masteri,0.0,2.5
mastermind,2.978033117136071,3.719611071037446
masterpeic,0.0,2.5
masterpiec,1.6993952368445475,7.717613923660313
mastershot,2.5,0.0
masterson,0.0,27.5
masterstrok,0.0,2.5
masterton,0.0,2.5
masterwork,2.51294159473206,4.507575551943847
masti,3.321928094887363,3.321928094887363
mastic,5.0,0.0
mastobatori,2.5,0.0
maston,0.0,2.5
mastrantonio,0.0,5.0
mastroianni,1.4306765580733931,10.318851158516171
masturb,9.98849795660782,1.4569170463051944
masturbatori,5.0,0.0
masu,2.5,0.0
mat,2.095903274289385,5.678873587267573
mata,0.0,5.0
matador,3.321928094887363,3.321928094887363
