,negative,neutral,positive
fabul,0.0,0.0,5.0
face,2.020814299663648,1.25647079736603,3.5211682165513474
factor,0.0,0.0,7.5
factori,0.0,0.0,5.0
fade,0.0,5.010714036395447,2.305977577770878
fail,1.8648272270144033,1.1943539984181593,4.016048198319545
faint,0.0,0.0,2.5
fair,0.9022506395800087,2.2761793375349226,3.9522212871181956
fairi,0.0,0.0,2.5
faith,0.0,0.0,5.0
fake,0.0,0.0,10.0
fall,0.9266284080291269,2.095903274289385,4.271985235273362
fallen,3.321928094887363,1.6609640474436815,1.6609640474436815
fals,0.0,0.0,2.5
falter,0.0,0.0,2.5
familiar,0.0,2.095903274289385,5.678873587267573
famous,3.321928094887363,0.0,3.321928094887363
fan,0.0,0.0,10.0
fanat,0.0,0.0,2.5
fanci,0.0,2.8394367936337863,3.9173823267621817
fancier,0.0,0.0,2.5
fanciest,0.0,0.0,2.5
fantact,0.0,0.0,2.5
fantast,0.7785550233657444,1.0168794481994932,13.591135698164376
far,2.0032025366954542,1.539682290355634,2.9573691354664597
fare,0.0,10.0,0.0
farther,0.0,0.0,7.5
fast,0.8258638317777985,1.6425934360144128,6.261707715779571
fasten,0.0,0.0,7.5
faster,0.0,2.4469987769064594,4.654543330363308
fastest,0.0,0.0,2.5
fastpul,0.0,0.0,2.5
fat,0.0,1.7420653825330148,7.423983573584705
fatal,0.0,0.0,2.5
father,0.0,0.0,2.5
fathom,0.0,0.0,5.0
fatigu,0.0,0.0,2.5
fatten,0.0,0.0,12.5
fatter,0.0,0.0,5.0
fault,0.0,0.0,5.0
faulti,0.0,0.0,2.5
faux,10.318851158516171,0.0,1.4306765580733931
fave,0.0,0.0,2.5
favor,3.054750901711627,1.5913711273047662,1.8815421796317378
favour,0.0,2.51294159473206,4.507575551943847
favourit,0.0,1.1244777752946047,16.667241776709588
fbq,0.0,0.0,2.5
fear,0.0,4.1145820804822515,2.717562737549928
feat,0.0,10.0,0.0
featur,0.0,2.2761793375349226,5.094382474196232
fed,0.0,0.0,2.5
feed,0.0,8.003922779651097,1.6609640474436815
feedback,0.0,0.0,20.0
feel,1.2198213532662492,1.405364579735665,5.42792212781374
fell,1.7721967586109773,2.2761793375349226,2.2761793375349226
fellow,0.0,0.0,5.0
felt,2.51294159473206,1.25647079736603,2.8046767821586527
femal,0.0,0.0,27.5
fend,0.0,0.0,2.5
fender,0.0,1.4161325472140762,10.511516129964006
few,1.5834199729087557,1.503506770753558,3.853788798556736
fewer,10.0,0.0,0.0
fi,0.0,0.0,7.5
fiber,0.0,4.1145820804822515,2.717562737549928
fibr,0.0,0.0,2.5
fidd,0.0,10.0,0.0
fiddl,2.6619559702796276,1.4777736715355747,2.305977577770878
fier,0.0,0.0,2.5
fifteen,0.0,0.0,5.0
fifti,0.0,0.0,5.0
fight,2.8394367936337863,0.0,3.9173823267621817
figur,0.0,2.485945814380188,4.566386471404745
file,1.9535700439406751,0.0,6.261707715779571
fill,0.0,1.9535700439406751,6.261707715779571
filmsi,0.0,0.0,2.5
filter,1.7420653825330148,1.7420653825330148,3.0212099296053805
filteri,0.0,0.0,2.5
fin,0.0,0.0,5.0
final,0.0,1.9535700439406751,6.261707715779571
financi,0.0,0.0,7.5
find,1.301420061388729,1.596374729570055,4.40893451068708
fine,2.0744698564491135,1.5470207850486721,2.8414136027712864
finest,0.0,0.0,7.5
finger,0.0,1.8380053935977752,6.8433137786230045
fingerboard,0.0,0.0,17.5
fingerlik,0.0,0.0,5.0
fingerpack,0.0,0.0,2.5
fingerpick,0.0,0.0,7.5
fingerstyl,0.0,5.678873587267573,2.095903274289385
finicki,19.549378059091087,0.0,1.0479516371446924
finish,1.918877225192236,1.6179970544684537,2.9472921385365476
fire,0.0,0.0,2.5
firm,0.0,1.6248961310502152,8.293666715508758
firmer,0.0,0.0,2.5
first,1.7247814630066518,1.4189985939903074,3.730929323594415
firth,0.0,0.0,2.5
fish,0.0,4.1145820804822515,2.717562737549928
fishman,0.0,0.0,15.0
fist,5.678873587267573,0.0,2.095903274289385
fit,1.7020299177719924,1.6800494737271847,3.2051268742585117
fix,1.2952074301127667,1.5452645870518762,4.591581296931562
fizzi,10.318851158516171,0.0,1.4306765580733931
fl,0.0,0.0,5.0
flac,0.0,0.0,2.5
flag,0.0,0.0,2.5
flak,0.0,0.0,2.5
flake,0.0,0.0,2.5
flakey,0.0,10.0,0.0
flamenco,0.0,0.0,5.0
flammabl,0.0,20.0,0.0
flang,0.0,0.0,2.5
flanger,0.0,0.0,5.0
flap,19.549378059091087,0.0,1.0479516371446924
flappi,0.0,0.0,2.5
flash,0.0,2.51294159473206,4.507575551943847
flashi,0.0,0.0,12.5
flashier,0.0,0.0,5.0
flashlight,0.0,0.0,2.5
flat,1.7589566505234175,1.5833542879858158,3.2871850416361976
flatpick,0.0,0.0,10.0
flatten,0.0,0.0,2.5
flatter,0.0,0.0,5.0
flattop,0.0,0.0,2.5
flatwound,0.0,0.0,10.0
flawless,0.0,0.0,47.5
fleshi,0.0,0.0,2.5
flew,0.0,10.0,0.0
flex,3.9173823267621817,1.530895350152348,1.530895350152348
flexibl,1.8380053935977752,1.061562050124335,4.507575551943847
fli,0.0,0.0,12.5
flicker,0.0,0.0,2.5
flimsi,2.717562737549928,1.4947531601505835,2.2363458328106818
flimsier,0.0,0.0,5.0
fling,0.0,10.0,0.0
flip,0.0,0.0,10.0
float,0.0,1.9535700439406751,6.261707715779571
floor,5.678873587267573,0.0,2.095903274289385
floorboard,0.0,0.0,2.5
floosi,0.0,10.0,0.0
flop,10.318851158516171,0.0,1.4306765580733931
floppi,0.0,0.0,10.0
floral,0.0,0.0,2.5
floresc,0.0,10.318851158516171,1.4306765580733931
florida,0.0,0.0,2.5
florist,0.0,0.0,2.5
flow,0.0,10.318851158516171,1.4306765580733931
flubbi,0.0,0.0,5.0
fluctuat,0.0,0.0,2.5
fluid,0.0,0.0,5.0
fluke,0.0,0.0,2.5
flush,25.31098257513334,0.0,0.9427755595944493
flute,0.0,0.0,2.5
foam,0.0,0.0,17.5
focus,0.0,0.0,15.0
focusrit,19.549378059091087,0.0,1.0479516371446924
fog,0.0,5.678873587267573,2.095903274289385
foggi,0.0,0.0,2.5
fold,1.142777130968,0.8502741537276027,10.318851158516171
folk,0.0,0.0,2.5
follow,1.7721967586109773,1.7721967586109773,2.9203673004336506
fond,0.0,0.0,2.5
font,10.0,0.0,0.0
fool,2.020814299663648,1.25647079736603,3.5211682165513474
foolish,0.0,0.0,5.0
foolproof,0.0,0.0,2.5
foot,4.827990927155451,1.7879236136423848,1.0149432704289736
footer,0.0,10.0,0.0
footrest,0.0,0.0,2.5
footswitch,0.0,10.0,0.0
forbid,0.0,0.0,2.5
forc,2.51294159473206,2.51294159473206,1.4306765580733931
forcibl,0.0,10.0,0.0
fordj,0.0,10.0,0.0
fore,0.0,0.0,2.5
forego,0.0,0.0,2.5
foreign,0.0,0.0,2.5
foremost,0.0,20.0,0.0
forese,0.0,0.0,7.5
foreseen,0.0,0.0,2.5
forev,0.0,1.92250059087767,6.4072111148189785
forewarn,0.0,0.0,2.5
forfeit,0.0,0.0,2.5
forget,0.9266284080291269,2.6301168673979136,3.321928094887363
forgiv,0.0,0.0,10.0
forgiven,0.0,0.0,2.5
forgot,0.0,8.003922779651097,1.6609640474436815
forgotten,0.0,0.0,5.0
fork,2.2761793375349226,2.2761793375349226,1.7721967586109773
form,0.0,0.0,15.0
formabl,0.0,0.0,2.5
formal,0.0,5.678873587267573,2.095903274289385
former,0.0,0.0,5.0
forse,0.0,0.0,2.5
forth,0.0,3.321928094887363,3.321928094887363
forti,0.0,0.0,2.5
fortifi,0.0,0.0,2.5
fortun,2.6619559702796276,0.0,4.212993519393615
forum,0.0,0.0,2.5
forward,1.142777130968,0.0,16.09064652879228
found,1.3659031221170528,1.626728462341424,4.120460737334906
fourteen,0.0,0.0,2.5
fourth,0.0,0.0,5.0
foward,0.0,10.0,0.0
fragil,0.0,2.51294159473206,4.507575551943847
frail,0.0,0.0,5.0
franchis,10.0,0.0,0.0
frank,3.871796827380109,1.1623338645535959,1.9679016023841334
fray,1.7420653825330148,1.7420653825330148,3.0212099296053805
freak,0.0,0.0,10.0
free,0.0,1.37874184096188,11.041203732495868
freebe,0.0,0.0,2.5
freed,0.0,0.0,2.5
freeli,5.678873587267573,0.0,2.095903274289385
freetless,0.0,0.0,2.5
frequenc,0.0,0.0,5.0
frequent,0.0,4.1145820804822515,2.717562737549928
fresh,0.0,1.388581658628238,10.896762903258734
freshen,0.0,0.0,2.5
fresher,0.0,0.0,2.5
frest,0.0,0.0,2.5
fret,1.9124892893931982,1.1943539984181593,3.905291218246355
fretboard,2.51294159473206,0.0,4.507575551943847
fretless,0.0,0.0,5.0
fri,0.0,0.0,2.5
friday,0.0,4.1145820804822515,2.717562737549928
friend,0.0,2.095903274289385,5.678873587267573
frigid,0.0,10.0,0.0
frikn,0.0,0.0,2.5
frill,0.0,0.0,2.5
frivol,0.0,0.0,2.5
fro,0.0,0.0,5.0
fromthi,0.0,0.0,2.5
front,5.46655148495058,0.0,2.156300320761462
frost,19.549378059091087,0.0,1.0479516371446924
frustrat,6.4556962358128835,1.4306765580733931,1.0
fsb,0.0,0.0,2.5
ft,0.0,4.1145820804822515,2.717562737549928
fuel,0.0,0.0,2.5
full,1.7149252470816063,1.4477024564917564,3.681609054017642
fuller,0.0,0.0,5.0
fullest,0.0,0.0,2.5
fulli,1.8380053935977752,1.388581658628238,3.5609161165707097
fumbl,0.0,20.0,0.0
fume,0.0,0.0,2.5
fun,0.0,2.8394367936337863,3.9173823267621817
function,0.0,2.1368531565773794,5.532926987643234
funk,0.0,0.0,7.5
funki,0.0,0.0,12.5
funni,0.0,0.0,12.5
fur,0.0,0.0,5.0
furri,0.0,0.0,2.5
further,9.429212747635727,0.8502741537276027,1.2137266547917132
fuse,0.0,10.0,0.0
fuss,0.0,0.0,7.5
fussi,0.0,10.318851158516171,1.4306765580733931
futil,0.0,0.0,2.5
futur,3.321928094887363,0.0,3.321928094887363
fuzz,0.0,0.0,5.0
fuzzi,10.318851158516171,0.0,1.4306765580733931
fuzzier,0.0,0.0,2.5
fw,0.0,0.0,2.5
fx,0.0,0.0,7.5
fxfor,0.0,0.0,2.5
fyi,0.0,0.0,2.5
gadget,0.0,0.0,2.5
gain,1.9535700439406751,0.0,6.261707715779571
galor,0.0,0.0,5.0
gambl,0.0,0.0,2.5
game,0.0,0.0,2.5
gang,0.0,0.0,2.5
garageband,0.0,0.0,2.5
garbag,0.0,0.0,2.5
garcia,10.0,0.0,0.0
garish,0.0,0.0,2.5
gate,0.0,0.0,2.5
gather,10.0,0.0,0.0
gatorgrip,0.0,0.0,2.5
gaug,0.0,0.0,20.0
gave,1.0911623018071637,2.2761793375349226,3.471438514848139
gawdi,0.0,0.0,2.5
gb,0.0,0.0,2.5
gear,1.453541992508055,1.453541992508055,4.360399754477946
gee,0.0,0.0,2.5
gel,0.0,0.0,5.0
gell,0.0,0.0,2.5
general,1.39868334438702,2.119002946832264,3.0486551457915434
generat,0.0,2.51294159473206,4.507575551943847
generic,0.0,5.678873587267573,2.095903274289385
generous,0.0,0.0,7.5
genius,0.0,0.0,2.5
genr,0.0,0.0,2.5
gentl,1.0479516371446924,2.8394367936337863,2.8394367936337863
genuin,0.0,2.2761793375349226,5.094382474196232
gerlitz,0.0,0.0,2.5
german,0.0,5.678873587267573,2.095903274289385
germani,0.0,0.0,2.5
get,1.8925348343137949,1.655237411035889,2.92391431053338
gettingworn,0.0,0.0,5.0
ghs,0.0,0.0,2.5
giant,0.0,19.549378059091087,1.0479516371446924
gibson,0.0,0.0,22.5
gig,1.285097208938469,1.285097208938469,5.678873587267573
gigant,10.0,0.0,0.0
gige,0.0,0.0,5.0
gilmour,0.0,10.318851158516171,1.4306765580733931
gilmouresqu,0.0,0.0,2.5
gimic,0.0,10.0,0.0
gimmick,0.0,0.0,2.5
girl,0.0,0.0,2.5
git,0.0,0.0,2.5
give,1.3040015740263482,1.7247814630066518,4.042933745683503
given,1.4306765580733931,2.8836103946155047,2.19330974196567
giveyou,0.0,0.0,2.5
gizmo,0.0,0.0,2.5
glad,0.0,1.445774564637641,10.126156343486768
glandular,0.0,0.0,2.5
glare,0.0,10.0,0.0
glass,0.0,0.0,2.5
glassi,0.0,0.0,5.0
gleam,0.0,0.0,2.5
glen,20.0,0.0,0.0
glide,0.0,0.0,7.5
glisten,0.0,0.0,2.5
global,0.0,0.0,10.0
glorifi,10.0,0.0,0.0
glorious,0.0,0.0,2.5
gloss,52.5,0.0,0.0
glossi,0.0,0.0,15.0
glove,0.0,0.0,2.5
glow,0.0,0.0,2.5
gls,0.0,2.51294159473206,4.507575551943847
glu,1.8380053935977752,4.1145820804822515,1.1832946624549385
glue,1.6609640474436815,1.6609640474436815,3.321928094887363
gm,0.0,0.0,2.5
gno,0.0,0.0,2.5
go,2.4442456828014216,1.2972658628336489,2.809946484804034
gobsmack,0.0,0.0,2.5
god,0.0,0.0,7.5
godaw,20.0,0.0,0.0
godlyk,0.0,0.0,7.5
godsend,0.0,0.0,7.5
goe,1.157319163039844,1.3035160704785338,6.261707715779571
gold,4.271985235273362,1.530895350152348,1.4060654216667736
golden,3.321928094887363,1.6609640474436815,1.6609640474436815
goldhat,0.0,0.0,2.5
gon,0.0,1.9535700439406751,6.261707715779571
gone,2.329110415114485,1.3691531760701179,2.8191658368867367
goo,0.0,0.0,2.5
good,1.3563547665506077,1.6359288315093523,4.123626931954695
goodby,0.0,0.0,2.5
gooddirt,0.0,0.0,2.5
goodthank,0.0,0.0,2.5
goodtim,0.0,0.0,2.5
goofi,0.0,10.0,0.0
googl,0.0,0.0,2.5
goos,0.0,2.8394367936337863,3.9173823267621817
goretex,0.0,0.0,2.5
gorgeous,0.0,0.0,7.5
gospel,0.0,0.0,2.5
got,1.9368377300593043,1.5428932304558802,3.054750901711627
gota,0.0,0.0,2.5
goth,0.0,0.0,2.5
gotten,2.809946484804034,1.152389677807237,2.681597781877142
grab,0.0,1.0759410770890674,18.396670446668015
grace,0.0,10.0,0.0
gracious,0.0,0.0,2.5
grade,0.0,0.0,12.5
gradual,0.0,0.0,10.0
graini,0.0,0.0,2.5
grand,0.0,0.0,30.0
grant,0.0,2.2761793375349226,5.094382474196232
graph,0.0,0.0,2.5
graphic,0.0,0.0,10.0
graphit,0.0,0.0,2.5
graphtech,0.0,0.0,5.0
grasp,0.0,0.0,2.5
grate,0.0,0.0,5.0
gray,0.0,0.0,12.5
greasi,0.0,0.0,12.5
great,1.203310590529484,1.1847656685175516,6.702120602172111
greater,1.388581658628238,2.3858985318574284,2.717562737549928
greatest,0.0,6.610797698940938,1.8815421796317378
green,0.0,1.5913711273047662,8.58328067894192
greener,0.0,0.0,2.5
greenish,0.0,10.0,0.0
greg,10.0,0.0,0.0
gretch,0.0,0.0,2.5
grew,0.0,0.0,7.5
grey,13.398787608311364,0.0,1.2474546526209354
grill,0.0,0.0,2.5
grimac,52.5,0.0,0.0
grin,0.0,0.0,2.5
grind,5.678873587267573,0.0,2.095903274289385
grip,1.3331155435207356,1.7420653825330148,3.9173823267621817
gripe,0.0,0.0,12.5
grippabl,0.0,10.0,0.0
grippi,0.0,0.0,15.0
grit,0.0,0.0,5.0
gritti,0.0,0.0,5.0
grittier,0.0,0.0,2.5
groan,0.0,0.0,2.5
groov,0.0,0.0,2.5
grope,0.0,0.0,2.5
gross,0.0,0.0,10.0
ground,45.0,0.0,0.0
groupi,0.0,10.0,0.0
grow,0.0,0.0,12.5
grown,0.0,3.321928094887363,3.321928094887363
grumbl,0.0,0.0,2.5
gsb,0.0,0.0,5.0
gspwb,0.0,0.0,2.5
gt,10.0,0.0,0.0
guarante,0.0,0.0,10.0
guard,0.0,10.318851158516171,1.4306765580733931
guardian,0.0,10.318851158516171,1.4306765580733931
guess,3.4157967037753143,1.3966415225430213,1.9023282093070744
guest,0.0,0.0,2.5
guid,0.0,0.0,17.5
guild,0.0,0.0,5.0
guitar,0.8764803869928015,1.6179970544684537,6.127329458644546
guitarist,0.0,0.0,12.5
gum,0.0,0.0,2.5
gummi,0.0,0.0,2.5
gun,0.0,0.0,5.0
gunk,0.0,0.0,10.0
gush,0.0,0.0,2.5
gut,0.0,5.678873587267573,2.095903274289385
gutsi,0.0,0.0,2.5
guttur,0.0,0.0,2.5
guy,0.0,2.51294159473206,4.507575551943847
hackabl,0.0,0.0,2.5
had,1.3759650716622238,1.6356728057416483,4.067004210424473
haha,0.0,0.0,7.5
hahah,0.0,0.0,2.5
hahahthes,0.0,0.0,2.5
hair,0.0,0.0,2.5
halen,49.496653463438726,0.0,0.744921859773347
half,1.7420653825330148,1.142777130968,4.507575551943847
halfway,0.0,0.0,2.5
hallow,0.0,0.0,2.5
halloween,0.0,10.318851158516171,1.4306765580733931
hammer,0.0,0.0,5.0
hand,0.0,1.8380053935977752,6.8433137786230045
handi,0.0,1.4021107082530033,10.704152876962251
handl,1.3003768072916322,1.9012497631669583,3.647533720758872
handmad,0.0,0.0,2.5
hang,1.9395650667210353,0.0,6.326384972930649
hanger,0.0,0.0,2.5
happen,5.813502379675936,0.891094146287677,1.668510000384929
happi,0.8289289142112511,1.0157158531271793,12.701407331247212
happier,1.6248961310502152,1.0911623018071637,5.094382474196232
happiest,0.0,0.0,2.5
happili,0.0,0.0,7.5
happyi,0.0,0.0,2.5
hard,1.77124377212744,1.8783210711248404,2.7582552030875207
harder,0.0,4.1145820804822515,2.717562737549928
hardest,19.549378059091087,0.0,1.0479516371446924
hardshel,0.0,10.0,0.0
hardwar,5.678873587267573,0.0,2.095903274289385
hardwood,0.0,10.0,0.0
harm,3.662986595046085,0.0,3.0212099296053805
harmless,0.0,0.0,2.5
harmon,0.0,5.678873587267573,2.095903274289385
harmoni,0.0,0.0,2.5
harmonica,0.0,0.0,10.0
harmonix,0.0,0.0,5.0
harp,2.095903274289385,2.095903274289385,2.095903274289385
harsh,1.316364786255445,2.1803695489250283,3.12173046672301
harvest,0.0,10.0,0.0
has,1.8474216009813662,1.4148929666312227,3.4802180513498606
hasa,0.0,0.0,2.5
hassl,0.0,2.51294159473206,4.507575551943847
hastili,0.0,0.0,2.5
hate,1.8929578624225243,1.8929578624225243,2.5642927228407246
haul,0.0,4.1145820804822515,2.717562737549928
have,1.4790893518621193,1.5168104052678666,4.096791738243138
haven,0.0,0.0,2.5
havent,0.0,0.0,7.5
havn,0.0,0.0,2.5
havnt,0.0,0.0,2.5
hawk,0.0,0.0,2.5
hazard,0.0,0.0,5.0
hd,0.0,0.0,5.0
head,0.0,0.0,27.5
headach,0.0,0.0,2.5
headgear,0.0,0.0,2.5
headphon,0.0,0.0,15.0
healthi,0.0,10.0,0.0
hear,1.8989506895649881,1.6425934360144128,2.9356108570367683
heard,2.913517969273132,1.0479516371446924,2.767584628661195
heat,0.0,10.318851158516171,1.4306765580733931
heaven,0.0,0.0,2.5
heaver,0.0,0.0,2.5
heavi,1.3764047338133107,1.4624618820902116,4.584698041732642
heavier,0.0,1.6462124137322511,8.11983684805969
heavili,1.8380053935977752,1.8380053935977752,2.717562737549928
heck,0.0,10.0,0.0
heed,0.0,0.0,2.5
hefti,0.0,0.0,2.5
hehe,0.0,0.0,2.5
height,0.0,0.0,32.5
heil,0.0,0.0,10.0
held,0.0,1.4777736715355747,9.740670059931523
hell,0.0,0.0,5.0
help,1.4709783685214142,1.8021884974445468,3.4425800145417744
hem,0.0,0.0,2.5
henc,0.0,0.0,5.0
hendrixish,0.0,0.0,2.5
herc,0.0,0.0,2.5
hercul,0.0,0.0,2.5
here,1.6776563569617269,1.6609640474436815,3.2888629694667495
herr,0.0,0.0,2.5
hes,0.0,0.0,2.5
hesit,0.0,2.1803695489250283,5.386869421779831
hey,0.0,0.0,10.0
hi,0.0,0.0,17.5
hidden,8.003922779651097,0.0,1.6609640474436815
hide,0.0,0.0,7.5
higest,0.0,0.0,2.5
high,1.9493942439042764,1.2377222364030838,3.708502249505849
higher,1.8123990360661024,2.0626718783562543,2.4574776034057084
highest,0.0,0.0,20.0
highlight,0.0,0.0,5.0
hight,0.0,0.0,2.5
hinder,0.0,0.0,10.0
hip,0.0,0.0,2.5
hison,0.0,0.0,2.5
hiss,3.4176720451855043,1.9862938042850946,1.3274436135281011
hissi,0.0,19.549378059091087,1.0479516371446924
hit,0.8666901691963297,1.4777736715355747,6.988559778873084
hive,10.0,0.0,0.0
hmm,0.0,0.0,2.5
hobbi,0.0,0.0,5.0
hobbyist,0.0,0.0,2.5
hog,0.0,0.0,2.5
hohner,0.0,0.0,2.5
hold,1.4103867939756627,1.4495057150695276,4.512758447064719
holdsworth,0.0,0.0,2.5
hole,2.1803695489250283,2.1803695489250283,1.9356220019364556
holi,0.0,2.51294159473206,4.507575551943847
hollow,0.0,0.0,10.0
home,0.0,0.0,12.5
homemad,0.0,0.0,7.5
hone,0.0,0.0,7.5
honest,2.249033193626506,1.9697166062767997,2.0774545366323554
honki,0.0,0.0,5.0
hook,1.1981319593897073,2.4469987769064594,2.9937407846606012
hope,2.8113650637773504,2.158275072665131,1.498232940119863
horizont,0.0,4.1145820804822515,2.717562737549928
horn,0.0,0.0,5.0
horribl,0.0,5.253985592590525,2.2223752763380724
horrid,0.0,10.318851158516171,1.4306765580733931
hosa,2.095903274289385,2.095903274289385,2.095903274289385
hose,0.0,0.0,2.5
hot,0.0,2.8394367936337863,3.9173823267621817
hotter,0.0,3.321928094887363,3.321928094887363
hous,0.0,10.318851158516171,1.4306765580733931
howev,3.0010682689456636,1.4306765580733931,2.1095703331849287
hp,0.0,0.0,2.5
hping,0.0,0.0,2.5
hr,0.0,0.0,2.5
hrd,0.0,10.0,0.0
hte,0.0,0.0,2.5
http,0.0,0.0,2.5
hug,0.0,0.0,2.5
huge,1.5169836694983267,2.0699150297679565,2.900156989258032
hugeit,0.0,0.0,2.5
huh,0.0,0.0,2.5
hula,0.0,0.0,2.5
hum,2.8394367936337863,1.530895350152348,2.095903274289385
human,0.0,0.0,17.5
humbl,52.5,0.0,0.0
humbuck,0.0,0.0,5.0
humdifi,0.0,0.0,2.5
humid,0.0,0.0,10.0
humidif,0.0,0.0,2.5
humidifi,6.6980096694547075,0.8785009484831439,1.5124441405783884
humidipak,0.0,0.0,7.5
hundr,0.0,5.678873587267573,2.095903274289385
hunt,0.0,0.0,5.0
hurt,1.5913711273047662,1.0759410770890674,5.289431441108701
hybrid,0.0,5.678873587267573,2.095903274289385
hydrat,0.0,0.0,5.0
hype,25.31098257513334,0.0,0.9427755595944493
hyper,5.678873587267573,0.0,2.095903274289385
hypnot,0.0,0.0,2.5
hz,0.0,0.0,12.5
ibanez,0.0,1.5913711273047662,8.58328067894192
icepick,0.0,0.0,2.5
icepicki,0.0,0.0,2.5
icon,0.0,0.0,5.0
ideal,1.5913711273047662,0.0,8.58328067894192
ident,4.778752771170251,1.0759410770890674,1.732392459707567
identifi,0.0,0.0,12.5
idioci,0.0,0.0,2.5
idiot,0.0,0.0,5.0
ie,0.0,0.0,12.5
iffi,0.0,0.0,5.0
iggi,0.0,0.0,2.5
ignit,0.0,0.0,2.5
ignor,0.0,4.1145820804822515,2.717562737549928
ii,0.0,0.0,15.0
iii,0.0,0.0,2.5
il,0.0,0.0,2.5
ill,0.0,0.0,10.0
illumin,0.0,0.0,2.5
im,0.0,2.2761793375349226,5.094382474196232
imagin,2.471756550578161,1.9285884584617048,1.9285884584617048
imho,0.0,5.678873587267573,2.095903274289385
imhoupd,0.0,10.0,0.0
imit,0.0,0.0,2.5
immedi,1.011117626881546,0.0,21.278151912712506
immediat,0.0,10.0,0.0
immobil,0.0,0.0,2.5
immort,0.0,0.0,2.5
imo,0.0,4.1145820804822515,2.717562737549928
impact,0.0,0.0,10.0
impecc,0.0,0.0,2.5
impend,0.0,0.0,2.5
imperfect,0.0,0.0,2.5
implement,0.0,0.0,2.5
impli,0.0,0.0,10.0
import,1.5108052193415846,1.7948058025854934,3.36982633196475
imposs,2.7466359508287996,1.503506770753558,2.2013903588066075
impract,0.0,0.0,2.5
impress,0.9427755595944493,1.316364786255445,7.617369497207078
improp,0.0,0.0,2.5
improv,1.2752798500337212,1.2752798500337212,5.776113894505119
improvis,0.0,0.0,5.0
impuls,0.0,10.318851158516171,1.4306765580733931
in,0.0,0.0,2.5
inact,0.0,0.0,2.5
inadequ,0.0,10.0,0.0
inadvert,0.0,0.0,5.0
inapprori,0.0,0.0,2.5
inbetween,0.0,0.0,2.5
inbubbl,0.0,0.0,2.5
incap,20.0,0.0,0.0
inch,0.0,0.0,35.0
incident,0.0,0.0,5.0
inclin,0.0,2.51294159473206,4.507575551943847
includ,1.0819240624343591,1.6044944060210176,5.211440485380426
incompar,0.0,0.0,2.5
inconceiv,0.0,0.0,2.5
inconsequenti,0.0,0.0,2.5
inconveni,5.678873587267573,0.0,2.095903274289385
incorpor,19.549378059091087,0.0,1.0479516371446924
incorrect,0.0,4.1145820804822515,2.717562737549928
increas,1.0479516371446924,2.095903274289385,3.9173823267621817
incred,1.6248961310502152,0.0,8.293666715508758
increment,0.0,0.0,2.5
inde,0.0,0.0,30.0
indefinit,0.0,10.318851158516171,1.4306765580733931
indent,0.0,0.0,2.5
independ,0.0,0.0,17.5
indespens,0.0,0.0,5.0
indestruct,0.0,0.0,10.0
indic,0.0,3.054750901711627,3.6204807592266683
indiffer,0.0,0.0,2.5
indirect,0.0,0.0,2.5
indispens,0.0,0.0,7.5
indisput,0.0,0.0,2.5
individu,0.0,0.0,65.0
indonesia,0.0,0.0,2.5
indonesian,0.0,0.0,2.5
indoor,0.0,0.0,10.0
induc,0.0,0.0,7.5
industri,0.0,0.0,10.0
ineffect,0.0,0.0,2.5
ineffici,0.0,0.0,2.5
inept,0.0,0.0,2.5
inevit,0.0,0.0,2.5
inexcus,0.0,0.0,2.5
inexpens,1.0319211541030004,1.4969246653677035,5.921893962586382
inexpensiveepiphon,0.0,0.0,2.5
inexperienc,0.0,0.0,2.5
inferior,7.230516925979993,0.0,1.7721967586109773
infinit,0.0,10.318851158516171,1.4306765580733931
influenc,0.0,0.0,2.5
info,0.0,0.0,2.5
infomerci,0.0,0.0,2.5
inform,0.0,10.0,0.0
infrequ,0.0,0.0,5.0
ingeni,0.0,0.0,2.5
inher,0.0,0.0,10.0
inherit,0.0,0.0,2.5
initi,2.6542750272617597,0.9116518111250529,3.321928094887363
inject,0.0,20.0,0.0
inlay,0.0,0.0,5.0
inlin,0.0,0.0,2.5
innat,0.0,0.0,2.5
inner,0.0,0.0,10.0
innov,0.0,0.0,5.0
inopportun,0.0,0.0,5.0
inordin,0.0,0.0,2.5
input,2.8394367936337863,0.0,3.9173823267621817
insan,0.0,0.0,5.0
insert,2.601678801266927,2.3858985318574284,1.4590080090244344
insid,0.0,0.0,20.0
insist,0.0,19.549378059091087,1.0479516371446924
inspect,0.0,0.0,10.0
inspir,0.0,0.0,15.0
instal,1.1967527321855418,1.1779139335336646,6.789669997903592
installationregard,0.0,0.0,2.5
installimprov,0.0,0.0,2.5
instant,0.0,0.0,20.0
instead,2.1776545123567264,1.2926516509792803,3.174948149276962
instruct,0.0,10.0,0.0
instrument,0.0,1.5913711273047662,8.58328067894192
instrumentalist,0.0,10.0,0.0
insul,0.0,0.0,2.5
insult,0.0,10.318851158516171,1.4306765580733931
insurmount,0.0,10.0,0.0
integr,7.230516925979993,0.0,1.7721967586109773
intellig,5.678873587267573,2.095903274289385,0.0
intend,1.2430386895061838,1.5913711273047662,4.62516543999653
intens,0.0,0.0,5.0
intent,0.0,0.0,5.0
interact,0.0,0.0,5.0
interchang,0.0,0.0,10.0
interconnect,0.0,0.0,5.0
interest,0.0,3.1807227112001972,3.471438514848139
interf,0.0,0.0,2.5
interfac,0.0,0.0,7.5
